,Gender,Customer Type,Age,Price,NewUsed,Category,Product description accuracy,Manufacturer sustainability,Packaging quality,Additional options,Helpfulness of reviews and ratings,Integrity of packaging,Ease check-out procedure,Relevance of related products,Costumer insurance,Shipping delay in days,Arrival delay in days,Satisfaction
14813,Female,Premium,30.0,71.69,New,Technology,2,2,2,3,5,2,3,2,2,1,0,0
14814,Female,Premium,44.0,17.24,New,Entertainment,1,1,4,5,5,5,5,5,3,0,0,1
14815,Male,Premium,62.0,129.09,New,Technology,4,1,2,1,2,1,4,1,4,0,0,0
14816,Male,Premium,62.0,132.63,New,Entertainment,4,3,2,5,1,4,4,5,4,1,1,0
14817,Female,Premium,40.0,306.35,New,Entertainment,1,4,5,4,4,4,3,4,4,0,0,1
14818,Male,Premium,62.0,91.74,New,Home/Kitchen,4,3,3,2,1,2,4,2,4,0,0,0
14819,Female,Premium,27.0,84.1,New,Technology,5,4,2,5,5,4,4,5,2,0,0,0
14820,Female,Not Premium,31.667574931880107,40.06,New,Technology,2,3,5,3,5,3,4,4,5,0,0,0
14821,Male,Premium,67.0,116.92,Used,Entertainment,5,1,3,2,1,3,5,2,5,0,0,0
14822,Male,Premium,80.0,56.03,New,Technology,1,1,4,2,2,2,4,2,4,0,0,0
14823,Female,Premium,28.0,57.37,New,Technology,4,4,5,5,5,5,5,4,5,0,0,1
14824,Male,Premium,66.0,44.43,New,Home/Kitchen,2,4,5,2,5,2,2,2,1,0,0,1
14825,Female,Premium,47.0,210.71,New,Technology,4,4,5,5,5,4,4,5,4,0,0,1
14826,Female,Premium,52.0,178.25,New,Sport,4,4,2,2,2,2,2,2,2,0,0,0
14827,Male,Premium,22.0,14.75,New,Home/Kitchen,3,3,3,2,2,3,1,3,3,0,0,0
14828,Female,Premium,58.0,10.2,New,Home/Kitchen,4,3,5,1,4,2,1,1,5,0,0,0
14829,Male,Premium,43.923419078242226,13.64,New,Other,5,2,3,4,4,5,4,4,3,0,0,0
14830,Male,Premium,45.0,52.68,New,Home/Kitchen,4,4,5,3,4,3,4,3,3,0,0,1
14831,Female,Premium,43.9097214811653,85.87,New,Home/Kitchen,5,5,2,5,3,4,3,5,2,0,0,0
14832,Female,Premium,29.0,169.27,New,Entertainment,1,1,2,2,5,3,1,3,2,0,0,0
14833,Female,Premium,43.9097214811653,95.15,New,Home/Kitchen,5,5,1,5,5,5,5,4,1,0,0,0
14834,Female,Not Premium,24.0,30.81,New,Sport,0,1,5,5,5,4,3,5,5,0,0,1
14835,Female,Premium,28.0,34.24,New,Entertainment,5,2,3,4,2,4,5,5,3,1,1,0
14836,Male,Not Premium,28.0,38.38,New,Technology,4,3,3,3,5,4,2,3,3,0,0,0
14837,Female,Premium,32.0,55.46,New,Entertainment,4,5,4,3,4,5,3,4,4,0,0,1
14838,Male,Not Premium,35.0,151.88,New,Entertainment,4,5,2,5,4,4,5,4,2,0,0,0
14839,Female,Premium,47.0,47.85,New,Entertainment,5,3,4,1,2,2,3,1,4,0,0,0
14840,Female,Not Premium,31.667574931880107,33.4,New,Entertainment,5,1,3,4,2,5,5,4,3,0,0,0
14841,Male,Premium,56.0,345.52,New,Technology,3,3,4,4,4,4,4,4,5,0,0,1
14842,Female,Not Premium,29.0,84.98,New,Sport,5,1,4,3,5,5,3,4,4,0,0,1
14843,Female,Premium,43.9097214811653,12.9,New,Technology,1,3,4,4,3,5,2,4,4,0,0,0
14844,Female,Premium,34.0,37.11,New,Home/Kitchen,3,4,2,3,5,3,4,3,2,0,0,0
14845,Male,Not Premium,42.0,68.63,New,Home/Kitchen,1,2,3,4,4,3,3,3,3,0,0,0
14846,Female,Premium,19.0,266.12,Used,Home/Kitchen,3,3,5,5,4,5,1,2,5,0,0,1
14847,Female,Premium,43.0,171.69,New,Technology,4,4,4,3,5,4,4,5,4,1,1,1
14848,Female,Premium,30.0,25.24,New,Sport,1,1,2,2,2,3,4,3,2,0,0,0
14849,Female,Premium,50.0,87.07,New,Entertainment,4,1,1,4,5,4,4,4,1,1,1,0
14850,Female,Premium,80.0,310.19,New,Technology,5,5,1,3,3,3,4,3,2,0,0,0
14851,Female,Premium,37.0,56.7,New,Technology,2,2,5,4,4,4,1,4,3,0,0,1
14852,Male,Premium,20.0,95.74,New,Sport,4,4,4,5,4,5,4,4,4,0,0,0
14853,Male,Not Premium,38.0,44.75,New,Home/Kitchen,4,3,2,3,1,3,1,4,2,0,0,0
14854,Male,Premium,41.0,25.68,New,Sport,4,5,1,4,4,4,5,5,1,0,0,0
14855,Female,Premium,29.0,64.71,New,Entertainment,1,1,5,3,5,5,4,5,5,0,0,1
14856,Female,Not Premium,31.667574931880107,120.38,Used,Technology,3,3,3,4,5,4,4,3,3,0,0,0
14857,Female,Premium,43.9097214811653,117.58,New,Technology,4,3,4,4,2,4,4,4,4,0,0,0
14858,Female,Not Premium,27.0,145.23,New,Technology,1,2,1,4,1,5,1,2,1,0,0,0
14859,Male,Premium,54.0,10.1,New,Technology,3,5,1,4,2,4,1,4,2,0,0,0
14860,Male,Premium,33.0,149.18,New,Technology,5,1,4,4,4,4,5,4,3,0,0,1
14861,Female,Premium,43.9097214811653,229.53,New,Home/Kitchen,5,5,2,2,5,3,2,3,2,0,0,0
14862,Female,Premium,48.0,270.34,New,Home/Kitchen,4,4,2,5,5,5,3,5,5,0,0,1
14863,Male,Premium,46.0,9.84,New,Other,5,5,5,4,4,4,5,4,5,0,0,1
14864,Male,Premium,38.0,67.39,New,Entertainment,2,2,3,3,5,3,4,3,3,0,0,0
14865,Male,Premium,45.0,430.82,New,Technology,4,4,3,3,3,3,2,3,3,0,0,0
14866,Male,Premium,33.0,159.01,New,Entertainment,1,1,1,4,4,3,5,4,2,0,0,1
14867,Female,Not Premium,33.0,16.3,New,Entertainment,0,4,4,1,2,3,2,5,4,0,0,0
14868,Male,Premium,60.0,205.54,New,Entertainment,5,5,5,4,4,4,5,4,4,0,0,1
14869,Female,Premium,35.0,91.42,New,Technology,5,5,1,1,1,4,4,4,1,0,0,0
14870,Male,Premium,56.0,85.93,New,Home/Kitchen,2,2,5,4,4,4,3,4,4,0,0,1
14871,Male,Premium,48.0,293.7,New,Technology,4,4,2,4,4,5,3,4,4,0,0,1
14872,Male,Not Premium,59.0,23.18,Used,Technology,2,2,5,3,3,4,3,4,5,1,1,0
14873,Female,Premium,32.0,11.9,New,Technology,1,2,3,1,4,3,1,3,3,0,0,0
14874,Male,Premium,47.0,90.3,New,Entertainment,4,4,2,4,4,4,2,4,1,0,0,0
14875,Female,Premium,22.0,56.22,New,Sport,0,2,3,3,5,5,4,5,3,0,0,0
14876,Male,Premium,47.0,28.31,New,Technology,1,1,1,5,5,5,3,5,5,0,0,1
14877,Male,Premium,60.0,201.67,New,Home/Kitchen,3,5,4,5,5,5,3,5,4,0,0,1
14878,Female,Premium,31.0,395.29,New,Technology,4,4,1,3,5,4,1,3,1,1,1,0
14879,Male,Premium,48.0,50.94,New,Entertainment,1,1,1,2,2,2,2,2,3,0,0,0
14880,Female,Premium,54.0,22.79,New,Entertainment,0,1,3,2,2,3,4,2,4,0,0,1
14881,Male,Premium,43.0,249.85,New,Entertainment,2,2,4,5,5,5,3,5,5,0,0,1
14882,Male,Premium,51.0,68.99,New,Home/Kitchen,5,1,2,4,2,4,5,4,4,0,0,0
14883,Female,Premium,55.0,214.79,New,Home/Kitchen,5,5,3,5,5,5,3,5,5,0,0,1
14884,Female,Premium,64.0,58.9,New,Home/Kitchen,4,4,1,4,2,4,1,5,1,0,0,0
14885,Male,Not Premium,48.0,90.79,New,Entertainment,3,4,4,4,4,3,3,4,4,0,0,0
14886,Female,Premium,29.0,49.98,New,Entertainment,4,4,2,3,5,2,3,2,2,0,0,0
14887,Female,Premium,43.9097214811653,4.31,New,Sport,4,2,1,3,5,4,4,4,1,0,0,0
14888,Female,Premium,53.0,88.07,New,Entertainment,2,2,2,3,3,3,1,3,2,0,0,0
14889,Female,Premium,22.0,185.25,New,Technology,1,1,4,2,4,5,4,1,4,0,0,1
14890,Male,Premium,32.0,84.23,New,Technology,3,3,5,3,5,4,3,5,5,0,0,1
14891,Female,Premium,44.0,340.18,New,Home/Kitchen,5,5,4,1,1,1,4,1,3,0,0,0
14892,Male,Premium,35.0,75.3,New,Technology,3,3,2,3,4,3,4,3,1,0,0,0
14893,Female,Premium,53.0,262.15,New,Entertainment,2,2,4,4,4,4,4,4,3,0,0,1
14894,Female,Premium,36.0,44.12,New,Home/Kitchen,1,1,4,2,5,4,4,3,4,0,0,1
14895,Female,Premium,58.0,58.98,New,Home/Kitchen,3,3,3,4,4,4,4,4,4,0,0,1
14896,Male,Not Premium,22.0,25.15,New,Home/Kitchen,0,2,3,4,2,1,1,1,3,0,0,0
14897,Male,Premium,46.0,74.64,Used,Technology,5,5,1,3,4,3,1,3,2,0,0,0
14898,Female,Premium,46.0,93.99,New,Technology,4,4,3,3,4,5,5,4,3,0,0,0
14899,Male,Premium,25.0,95.89,New,Entertainment,3,3,3,1,1,3,3,3,3,0,0,0
14900,Male,Premium,24.0,66.19,New,Home/Kitchen,1,1,4,5,3,4,5,4,4,0,0,1
14901,Female,Premium,36.0,14.54,New,Technology,2,2,4,5,2,3,5,4,4,1,1,1
14902,Female,Premium,43.9097214811653,38.91,Used,Entertainment,4,2,3,5,5,4,5,5,3,1,1,0
14903,Male,Premium,65.0,158.71,New,Technology,4,4,3,4,4,4,1,4,3,0,0,1
14904,Male,Not Premium,42.0,139.05,New,Sport,5,2,5,3,3,5,2,4,2,0,0,1
14905,Female,Premium,51.0,22.28,New,Home/Kitchen,3,3,5,4,4,4,5,4,4,0,0,1
14906,Female,Premium,29.0,70.3,New,Technology,2,2,1,2,1,4,3,4,1,0,0,0
14907,Female,Premium,30.0,192.72,New,Other,1,1,1,1,2,3,4,4,1,1,1,0
14908,Female,Premium,38.0,232.77,New,Technology,5,5,5,2,2,5,4,3,5,0,0,1
14909,Female,Not Premium,22.0,20.94,New,Technology,0,5,1,4,5,3,4,4,1,0,0,0
14910,Female,Premium,32.0,207.42,New,Technology,5,5,4,5,2,4,4,4,4,0,0,1
14911,Male,Premium,65.0,55.02,New,Sport,4,1,5,1,3,5,3,1,4,0,0,0
14912,Male,Premium,23.0,165.01,New,Entertainment,3,3,3,1,3,4,4,4,3,0,0,0
14913,Female,Not Premium,47.0,123.55,New,Entertainment,2,3,1,1,1,3,2,3,1,0,0,0
14914,Male,Premium,41.0,83.0,Used,Entertainment,5,1,5,3,4,4,5,5,5,0,0,0
14915,Male,Premium,20.0,85.53,Used,Entertainment,5,4,3,1,4,3,3,5,3,0,0,0
14916,Female,Premium,37.0,121.73,New,Home/Kitchen,5,5,3,4,4,4,4,4,3,0,0,1
14917,Female,Premium,41.0,226.64,New,Technology,2,2,4,5,5,5,5,5,5,1,0,1
14918,Female,Premium,20.0,51.37,New,Technology,1,1,5,5,1,3,3,4,5,0,0,1
14919,Female,Premium,68.0,114.21,New,Technology,4,2,5,4,2,5,4,4,5,0,0,1
14920,Female,Premium,43.9097214811653,43.08,New,Technology,4,4,1,4,2,4,3,4,1,0,0,0
14921,Female,Premium,39.0,31.47,New,Technology,5,5,5,5,5,5,3,5,3,0,0,1
14922,Male,Premium,43.923419078242226,55.56,New,Entertainment,5,2,3,3,2,5,3,4,3,0,0,0
14923,Female,Premium,76.0,60.29,New,Sport,3,3,2,2,5,3,4,4,2,0,0,0
14924,Female,Premium,43.0,192.29,New,Technology,5,5,3,2,3,2,3,2,4,0,0,1
14925,Female,Premium,18.0,83.3,New,Technology,3,1,2,4,2,5,4,4,2,0,0,0
14926,Female,Not Premium,23.0,90.38,Used,Entertainment,5,2,2,3,5,5,5,5,2,0,0,0
14927,Male,Premium,40.0,219.14,New,Entertainment,4,4,2,1,4,4,3,4,2,0,0,0
14928,Male,Not Premium,28.0,72.77,New,Technology,3,4,4,3,1,3,5,1,4,0,0,0
14929,Female,Premium,43.9097214811653,8.6,New,Home/Kitchen,5,2,5,3,2,4,5,4,5,0,0,0
14930,Female,Premium,28.0,58.8,New,Technology,2,3,2,1,5,4,1,3,2,0,0,0
14931,Female,Premium,29.0,273.07,New,Technology,4,4,4,3,2,4,4,5,4,1,0,1
14932,Male,Not Premium,21.0,38.01,New,Entertainment,2,4,5,4,5,3,2,4,5,0,0,0
14933,Male,Premium,43.0,207.33,New,Entertainment,3,3,2,5,5,5,4,5,5,0,0,1
14934,Male,Premium,45.0,116.43,New,Entertainment,3,3,4,3,3,3,1,3,2,0,0,0
14935,Male,Premium,51.0,217.2,New,Home/Kitchen,4,4,4,4,4,4,3,4,3,0,0,1
14936,Female,Premium,70.0,107.57,New,Entertainment,3,3,3,4,4,4,3,4,2,0,0,1
14937,Male,Premium,33.0,146.76,New,Home/Kitchen,4,4,3,2,2,2,2,2,2,0,0,1
14938,Male,Premium,39.0,232.32,New,Entertainment,3,5,5,4,4,4,5,4,4,1,1,1
14939,Female,Premium,51.0,67.96,New,Technology,3,3,4,5,5,2,1,2,4,0,0,0
14940,Female,Premium,25.0,292.12,New,Sport,2,2,4,3,2,5,3,5,4,0,0,1
14941,Male,Premium,65.0,25.31,New,Entertainment,4,4,2,5,5,4,5,3,5,1,1,0
14942,Male,Premium,41.0,154.71,New,Sport,5,5,2,4,5,4,3,4,3,0,0,1
14943,Female,Premium,50.0,12.9,New,Home/Kitchen,5,5,5,1,5,5,2,1,5,0,0,1
14944,Male,Premium,42.0,116.35,New,Entertainment,2,4,3,1,3,1,3,1,1,0,0,0
14945,Female,Premium,43.0,108.92,New,Technology,2,2,5,5,1,4,1,4,5,0,0,1
14946,Female,Premium,44.0,278.75,New,Home/Kitchen,5,5,4,4,4,4,2,4,3,0,0,1
14947,Male,Premium,57.0,463.19,New,Technology,1,1,4,4,5,5,4,3,4,0,0,1
14948,Female,Not Premium,25.0,62.42,New,Technology,2,4,3,2,3,4,5,3,5,3,3,0
14949,Male,Premium,60.0,172.7,New,Technology,5,5,5,1,1,1,2,1,1,0,0,0
14950,Female,Premium,28.0,166.13,New,Technology,2,2,4,5,3,5,5,5,4,0,0,1
14951,Male,Premium,43.923419078242226,64.37,New,Sport,4,2,2,5,5,5,4,4,2,0,0,0
14952,Female,Premium,18.0,73.42,New,Technology,5,3,5,4,3,4,5,4,5,0,0,0
14953,Male,Premium,49.0,91.15,New,Technology,4,4,3,4,2,4,4,4,3,0,0,0
14954,Male,Premium,43.923419078242226,84.83,New,Home/Kitchen,0,2,5,3,1,4,1,3,5,0,0,0
14955,Female,Premium,43.0,26.2,New,Home/Kitchen,3,3,2,4,2,4,4,4,2,0,0,0
14956,Female,Premium,48.0,70.73,New,Entertainment,4,4,4,2,2,3,3,3,4,0,0,1
14957,Female,Not Premium,21.0,133.09,New,Technology,2,3,5,2,5,4,1,3,5,0,0,0
14958,Female,Premium,65.0,88.06,New,Technology,5,1,5,4,4,5,3,4,5,0,0,0
14959,Male,Not Premium,36.0,55.5,New,Entertainment,2,3,4,1,4,4,3,3,4,0,0,0
14960,Male,Premium,38.0,88.38,New,Entertainment,5,5,3,2,5,4,1,5,3,0,0,1
14961,Male,Premium,47.0,78.92,New,Other,1,1,5,5,5,5,3,5,3,0,0,1
14962,Female,Premium,47.0,145.09,New,Technology,2,2,1,2,2,3,4,4,1,0,0,0
14963,Female,Premium,69.0,35.65,New,Technology,4,1,5,5,4,5,4,4,5,0,0,0
14964,Female,Not Premium,27.0,65.84,New,Entertainment,4,2,2,4,4,5,3,4,2,0,0,1
14965,Female,Premium,47.0,63.29,New,Entertainment,5,5,4,4,4,4,4,4,5,0,0,1
14966,Female,Premium,39.0,381.82,New,Technology,5,5,4,4,4,4,5,4,4,0,0,1
14967,Female,Not Premium,38.0,4.65,New,Entertainment,3,3,5,5,4,5,4,4,5,0,0,0
14968,Female,Premium,40.0,41.78,New,Entertainment,4,4,5,3,3,3,5,3,4,0,0,1
14969,Female,Premium,65.0,154.3,New,Technology,5,5,5,2,2,2,3,2,2,0,0,0
14970,Male,Premium,40.0,100.69,New,Home/Kitchen,3,3,3,4,1,3,1,2,3,0,0,0
14971,Female,Not Premium,26.0,117.23,New,Entertainment,5,2,5,4,4,4,2,3,2,5,4,1
14972,Male,Premium,45.0,165.91,Used,Technology,4,4,3,5,5,5,1,5,1,0,0,1
14973,Male,Premium,49.0,63.92,New,Home/Kitchen,2,2,5,4,4,4,4,4,3,0,0,1
14974,Male,Premium,53.0,6.88,New,Home/Kitchen,2,2,3,5,5,5,4,5,4,0,0,1
14975,Male,Premium,61.0,167.89,New,Other,2,3,4,4,3,5,2,4,1,0,0,0
14976,Female,Premium,21.0,109.57,New,Entertainment,1,4,5,3,5,3,1,4,5,0,0,0
14977,Female,Premium,44.0,18.8,New,Technology,2,2,4,3,3,4,3,3,4,0,0,0
14978,Female,Premium,38.0,12.7,New,Home/Kitchen,1,1,3,3,3,3,1,3,2,0,0,0
14979,Male,Not Premium,24.0,133.16,New,Technology,1,1,5,5,4,4,3,4,5,0,0,0
14980,Female,Premium,23.0,32.5,New,Technology,3,4,2,1,3,4,2,3,2,1,1,0
14981,Male,Not Premium,20.0,37.07,New,Entertainment,2,3,5,3,4,3,2,4,5,0,0,0
14982,Female,Premium,45.0,247.13,New,Technology,5,4,2,1,5,5,3,3,2,0,0,0
14983,Female,Premium,43.9097214811653,59.49,New,Entertainment,1,3,4,4,3,2,4,2,4,0,1,0
14984,Male,Premium,43.923419078242226,85.34,New,Technology,4,1,5,2,4,2,4,1,5,0,0,0
14985,Male,Premium,43.0,40.86,New,Technology,1,1,3,4,3,3,3,4,3,1,2,1
14986,Male,Premium,46.0,77.68,New,Technology,4,4,2,2,2,2,3,2,4,0,0,1
14987,Female,Premium,48.0,73.84,New,Entertainment,4,4,5,4,4,4,3,4,3,1,1,1
14988,Male,Premium,32.0,129.57,New,Technology,2,2,4,4,4,3,1,4,4,0,0,0
14989,Male,Premium,43.923419078242226,284.2,New,Technology,3,3,2,3,2,3,4,4,2,1,1,0
14990,Female,Premium,66.0,399.77,New,Entertainment,5,5,1,2,2,2,2,2,3,0,0,0
14991,Male,Premium,34.0,79.56,New,Entertainment,1,1,3,4,4,4,3,4,5,0,0,1
14992,Female,Premium,49.0,85.68,New,Technology,2,5,5,1,5,2,4,4,5,0,0,1
14993,Female,Premium,32.0,248.47,New,Entertainment,0,4,3,5,2,5,4,4,3,1,1,1
14994,Male,Premium,44.0,67.82,New,Home/Kitchen,2,2,5,4,4,4,1,4,5,0,0,1
14995,Male,Premium,43.0,43.07,New,Technology,5,5,1,1,1,1,4,1,1,0,0,0
14996,Male,Premium,61.0,228.61,New,Technology,5,4,5,2,2,2,1,2,5,0,0,0
14997,Female,Premium,52.0,244.14,New,Home/Kitchen,3,3,5,4,4,4,4,4,4,0,0,1
14998,Male,Premium,44.0,32.69,New,Technology,5,2,5,5,1,5,2,5,4,0,0,0
14999,Male,Premium,48.0,47.75,New,Sport,5,4,4,4,3,4,4,4,3,0,0,0
15000,Female,Not Premium,45.0,132.29,New,Home/Kitchen,4,4,5,3,1,3,4,4,5,0,0,0
15001,Male,Premium,35.0,146.41,New,Technology,4,4,4,4,4,4,3,4,2,0,0,0
15002,Male,Premium,41.0,125.73,New,Entertainment,4,5,4,4,3,4,4,2,4,0,0,0
15003,Male,Premium,41.0,1.17,New,Technology,3,3,4,5,4,4,5,5,5,0,0,1
15004,Male,Not Premium,22.0,31.59,New,Home/Kitchen,0,2,3,5,4,5,2,3,3,0,0,1
15005,Female,Premium,39.0,33.93,New,Entertainment,4,4,3,2,3,3,4,4,3,0,0,0
15006,Female,Premium,32.0,22.3,New,Sport,5,2,2,4,5,5,4,4,2,0,0,0
15007,Female,Premium,32.0,26.57,New,Technology,2,3,3,3,4,3,4,3,3,0,0,0
15008,Male,Premium,33.0,114.53,New,Entertainment,4,4,5,5,5,5,5,5,3,0,0,1
15009,Female,Premium,23.0,66.71,New,Technology,4,4,0,5,5,4,1,3,1,4,3,0
15010,Female,Premium,49.0,122.26,New,Technology,4,4,4,4,5,4,4,4,3,0,0,1
15011,Female,Premium,23.0,181.55,New,Entertainment,3,3,3,1,3,4,3,3,3,1,1,0
15012,Male,Premium,27.0,52.13,New,Sport,3,4,4,4,3,4,4,3,4,0,0,0
15013,Female,Premium,43.0,159.3,New,Technology,2,3,5,5,5,4,4,5,4,0,0,1
15014,Male,Premium,47.0,238.43,New,Entertainment,5,5,3,4,4,4,5,4,5,0,0,1
15015,Male,Premium,48.0,288.69,New,Entertainment,3,3,4,2,3,2,4,2,3,0,0,1
15016,Male,Premium,60.0,202.47,New,Home/Kitchen,1,1,4,5,5,5,5,5,3,0,0,1
15017,Male,Premium,52.0,25.66,New,Home/Kitchen,1,1,5,1,2,2,3,1,4,0,0,0
15018,Male,Not Premium,39.0,49.77,New,Technology,4,3,4,1,4,4,5,3,4,0,0,1
15019,Male,Premium,32.0,83.68,New,Technology,1,4,3,1,1,4,4,3,3,0,0,0
15020,Male,Premium,20.0,11.34,New,Entertainment,5,2,4,5,5,5,4,4,4,0,0,0
15021,Male,Premium,30.0,38.8,New,Home/Kitchen,4,3,4,3,5,4,1,3,4,0,0,1
15022,Male,Not Premium,37.0,24.76,New,Entertainment,2,3,3,4,3,3,1,4,3,0,0,0
15023,Female,Premium,55.0,13.08,New,Entertainment,4,4,4,5,5,5,4,5,3,0,0,1
15024,Male,Premium,56.0,239.35,New,Sport,4,3,4,3,3,4,3,3,4,0,0,0
15025,Female,Premium,59.0,190.25,New,Entertainment,4,4,4,4,4,4,3,4,3,0,0,1
15026,Male,Premium,49.0,363.37,New,Technology,0,4,3,5,5,5,3,5,4,0,0,1
15027,Female,Premium,44.0,183.4,New,Technology,1,1,2,3,2,3,4,3,2,0,0,0
15028,Male,Premium,52.0,264.68,New,Sport,1,1,5,4,4,4,4,4,4,0,0,1
15029,Male,Premium,43.923419078242226,147.7,New,Technology,3,3,4,3,4,5,3,4,4,0,0,1
15030,Female,Premium,55.0,255.69,New,Entertainment,1,1,2,4,4,4,4,4,5,0,0,1
15031,Female,Premium,47.0,101.99,New,Home/Kitchen,4,4,4,5,5,5,4,5,4,0,0,1
15032,Female,Premium,40.0,67.49,New,Technology,3,3,2,3,1,2,5,5,2,1,1,0
15033,Female,Premium,28.0,99.38,New,Entertainment,5,1,2,3,3,4,4,4,2,0,0,0
15034,Male,Not Premium,39.0,34.63,New,Technology,2,3,2,2,5,3,2,3,2,1,1,0
15035,Female,Premium,58.0,89.86,New,Technology,1,1,5,3,3,3,5,3,3,0,0,1
15036,Female,Premium,46.0,2.01,New,Other,4,3,1,5,4,4,3,5,1,0,0,0
15037,Female,Not Premium,40.0,58.6,New,Entertainment,1,4,4,2,2,3,2,3,4,0,0,0
15038,Male,Premium,47.0,163.85,New,Home/Kitchen,3,2,3,2,3,2,2,2,3,0,0,0
15039,Female,Premium,68.0,249.26,New,Home/Kitchen,4,2,2,3,5,5,3,4,3,0,0,0
15040,Male,Premium,36.0,35.9,New,Entertainment,2,2,2,5,5,5,5,5,5,0,0,1
15041,Female,Premium,54.0,11.34,New,Technology,4,4,3,4,5,4,4,4,3,0,0,1
15042,Male,Premium,33.0,148.54,New,Technology,5,3,5,5,3,3,4,4,5,0,0,0
15043,Male,Premium,31.0,72.27,New,Sport,2,2,3,1,5,3,2,4,3,1,1,0
15044,Female,Premium,45.0,59.08,New,Technology,3,3,2,2,2,3,1,5,2,0,0,1
15045,Male,Premium,43.923419078242226,33.04,New,Sport,5,3,5,4,2,4,5,4,5,0,0,0
15046,Female,Premium,38.0,143.82,New,Home/Kitchen,4,3,3,2,1,3,2,3,3,1,1,0
15047,Male,Premium,25.0,126.6,New,Technology,3,3,1,3,1,4,3,3,1,0,0,0
15048,Male,Not Premium,26.0,48.5,New,Home/Kitchen,0,3,3,3,2,4,3,4,3,0,0,0
15049,Male,Premium,49.0,388.0,New,Entertainment,3,3,2,3,4,3,3,3,4,0,0,1
15050,Female,Premium,19.0,148.07,Used,Home/Kitchen,4,1,4,3,2,5,5,4,4,0,0,0
15051,Female,Premium,58.0,232.04,New,Other,1,1,5,4,4,4,4,4,3,0,0,1
15052,Male,Premium,50.0,29.99,New,Entertainment,2,2,2,4,1,4,4,4,3,0,0,0
15053,Male,Premium,69.0,114.57,New,Entertainment,1,1,2,1,2,1,3,1,3,0,0,0
15054,Male,Premium,30.0,76.14,New,Entertainment,3,4,2,1,3,4,1,3,2,0,0,0
15055,Female,Premium,37.0,162.94,New,Entertainment,5,5,2,2,3,2,2,2,2,0,0,0
15056,Male,Premium,30.0,164.47,New,Home/Kitchen,3,3,3,4,3,4,5,5,3,0,0,1
15057,Male,Premium,34.0,15.79,New,Technology,1,1,3,2,2,4,1,4,3,0,0,0
15058,Female,Not Premium,20.0,41.11,New,Technology,4,3,1,2,4,4,2,4,1,0,0,0
15059,Male,Premium,59.0,249.5,New,Entertainment,5,5,5,5,3,5,3,5,3,0,0,1
15060,Male,Premium,20.0,23.55,New,Home/Kitchen,4,3,2,5,5,4,5,4,2,0,0,0
15061,Male,Premium,43.923419078242226,101.33,New,Technology,5,4,5,5,4,5,4,5,5,0,0,0
15062,Female,Premium,43.0,74.7,New,Technology,4,3,5,4,4,5,5,4,5,0,0,0
15063,Female,Not Premium,24.0,89.87,New,Sport,4,3,2,3,4,4,5,5,2,0,0,0
15064,Male,Premium,54.0,67.03,New,Technology,2,2,4,2,2,2,2,2,3,0,0,0
15065,Male,Premium,43.0,113.52,New,Technology,3,3,3,1,1,1,4,1,2,1,1,0
15066,Male,Premium,29.0,46.61,New,Entertainment,3,2,4,4,3,5,4,4,4,0,0,1
15067,Male,Premium,42.0,310.94,New,Home/Kitchen,3,3,1,2,2,1,4,2,1,0,0,0
15068,Male,Not Premium,21.0,87.47,Used,Technology,3,3,4,2,2,4,2,3,4,0,0,0
15069,Male,Premium,62.0,117.54,New,Entertainment,5,2,4,5,1,5,1,5,4,0,0,0
15070,Male,Not Premium,34.0,30.09,New,Sport,4,3,5,1,2,5,5,2,5,0,0,0
15071,Male,Premium,24.0,33.34,New,Sport,1,1,4,4,5,4,4,3,4,0,0,0
15072,Male,Not Premium,31.699850778085697,159.68,New,Sport,4,3,4,2,4,3,4,4,4,0,0,0
15073,Female,Premium,34.0,90.2,New,Entertainment,4,1,3,4,5,4,4,5,3,0,0,0
15074,Male,Premium,32.0,153.42,New,Entertainment,4,4,5,4,2,5,4,5,5,0,0,1
15075,Male,Not Premium,37.0,30.9,New,Technology,2,1,5,4,3,5,4,4,5,0,0,0
15076,Female,Premium,59.0,44.39,New,Technology,0,3,2,3,2,5,3,4,2,0,0,0
15077,Male,Premium,32.0,179.79,New,Entertainment,3,4,3,1,1,4,2,4,3,0,0,0
15078,Male,Not Premium,31.699850778085697,94.72,New,Entertainment,1,4,3,2,4,4,3,3,3,0,0,0
15079,Female,Premium,42.0,80.6,New,Other,4,3,5,5,3,3,3,4,5,0,0,0
15080,Female,Premium,62.0,44.87,Used,Technology,4,2,1,4,2,5,3,4,1,1,1,0
15081,Female,Premium,28.0,349.76,New,Technology,1,1,4,3,2,3,2,3,4,0,0,0
15082,Male,Premium,55.0,113.31,New,Home/Kitchen,1,1,3,3,3,3,4,3,1,0,0,1
15083,Male,Premium,21.0,219.24,New,Entertainment,3,3,1,5,2,3,2,3,2,0,0,0
15084,Female,Premium,28.0,418.23,New,Entertainment,3,3,4,2,4,2,4,1,4,0,0,1
15085,Male,Premium,61.0,66.42,New,Entertainment,5,3,5,5,1,5,5,5,5,0,0,0
15086,Male,Premium,35.0,58.42,New,Technology,4,4,5,5,5,5,3,5,3,0,0,1
15087,Male,Premium,44.0,145.04,New,Entertainment,5,5,5,5,5,5,3,5,1,0,0,1
15088,Male,Premium,31.0,365.76,New,Technology,5,5,5,5,3,5,4,5,5,0,0,1
